,playerId,season,name,team,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,sv_pct,next_sv_pct
386,8479193,2020,Casey DeSmith,PIT,20,67939.0,50.2,48.0,931.0,37.0,51.0,118.57,120.0,521.7,544.0,16.74,15.0,284.02,190.0,207.2,290.0,48.09,505.0,153.0,56.0,14.38,18.34,17.48,13.0,17.0,18.0,217.0,0.9117647058823529,0.9141742522756827
101,8476904,2020,Chris Driedger,FLA,23,81696.0,49.97,47.0,1144.0,42.82,46.0,146.74,144.0,637.19,637.0,23.08,31.0,361.16,303.0,268.43,322.0,48.66,688.0,165.0,37.0,19.37,20.1,10.5,18.0,22.0,7.0,254.0,0.9262166405023547,0.8988919667590027
16,8476945,2020,Connor Hellebuyck,WPG,45,156169.0,131.25,112.0,2447.0,97.65,112.0,296.92,272.0,1335.46,1335.0,39.81,35.0,741.75,587.0,538.4,724.0,125.87,1282.0,435.0,132.0,38.44,52.86,39.96,28.0,50.0,34.0,598.0,0.9161048689138577,0.9104408352668214
131,8475311,2020,Darcy Kuemper,ARI,27,92797.0,65.78,66.0,1325.0,49.25,62.0,163.11,161.0,711.06,713.0,22.68,14.0,401.1,318.0,288.58,362.0,63.42,763.0,159.0,69.0,21.18,19.61,24.98,22.0,22.0,22.0,334.0,0.9074333800841514,0.9213675213675214
381,8478007,2020,Elvis Merzlikins,CBJ,28,89809.0,66.16,69.0,1434.0,52.45,62.0,182.71,167.0,780.56,825.0,22.52,21.0,440.62,338.0,322.15,427.0,64.27,858.0,176.0,56.0,25.11,21.54,19.51,29.0,17.0,23.0,344.0,0.9163636363636364,0.9073881373569199
241,8475883,2020,Frederik Andersen,TOR,24,85216.0,65.25,70.0,1225.0,48.49,37.0,148.17,129.0,672.38,669.0,22.15,25.0,378.49,319.0,273.85,361.0,63.33,650.0,223.0,63.0,18.72,26.89,19.65,12.0,35.0,23.0,289.0,0.8953662182361734,0.9224318658280922
466,8478048,2020,Igor Shesterkin,NYR,35,113941.0,85.99,83.0,1804.0,67.81,65.0,222.32,213.0,969.87,988.0,29.37,39.0,553.16,450.0,399.99,523.0,83.38,1030.0,249.0,82.0,28.81,29.87,27.31,30.0,28.0,25.0,443.0,0.9159919028340081,0.9346485819975339
146,8478009,2020,Ilya Sorokin,NYI,22,76307.0,48.5,46.0,1070.0,39.22,37.0,131.47,115.0,573.02,563.0,19.68,28.0,321.21,219.0,237.29,348.0,46.4,610.0,145.0,41.0,16.94,17.95,13.62,19.0,17.0,10.0,274.0,0.9182948490230906,0.9251369446135118
116,8475789,2020,Jack Campbell,TOR,22,77064.0,54.4,46.0,1091.0,42.35,32.0,129.67,165.0,583.07,585.0,21.69,13.0,334.22,262.0,236.37,298.0,52.47,570.0,207.0,39.0,18.06,24.89,11.45,15.0,21.0,10.0,275.0,0.9213675213675214,0.9140461215932913
346,8474593,2020,Jacob Markstrom,CGY,43,149193.0,101.74,111.0,2089.0,77.75,60.0,258.07,307.0,1135.55,1161.0,40.58,66.0,636.49,480.0,468.18,585.0,98.71,1171.0,316.0,92.0,32.51,38.13,31.11,32.0,44.0,35.0,510.0,0.9043927648578811,0.9218928164196123
421,8474596,2020,Jake Allen,MTL,29,100956.0,78.27,76.0,1484.0,57.19,54.0,183.19,206.0,803.25,818.0,26.5,23.0,453.8,333.0,322.23,423.0,75.04,795.0,252.0,74.0,23.39,30.33,24.55,21.0,33.0,22.0,363.0,0.9070904645476773,0.9047195013357079
441,8479979,2020,Jake Oettinger,DAL,29,96235.0,58.24,63.0,1336.0,48.2,47.0,167.63,151.0,720.64,710.0,25.93,22.0,406.45,336.0,304.65,388.0,56.4,797.0,162.0,50.0,22.27,19.57,16.4,19.0,24.0,20.0,327.0,0.9112676056338028,0.9143501126972201
6,8473503,2020,James Reimer,CAR,22,79866.0,52.62,59.0,1088.0,41.61,44.0,138.21,162.0,610.45,627.0,23.66,18.0,342.11,251.0,248.51,313.0,50.68,631.0,174.0,38.0,19.04,21.47,12.11,16.0,30.0,13.0,245.0,0.9059011164274322,0.9110344827586206
36,8476434,2020,John Gibson,ANA,35,121887.0,93.64,101.0,1924.0,72.24,90.0,235.32,240.0,1023.87,1043.0,30.57,21.0,585.28,461.0,420.37,505.0,90.76,1097.0,255.0,89.0,32.17,30.36,31.11,25.0,40.0,36.0,483.0,0.9031639501438159,0.9038569032979318
201,8471734,2020,Jonathan Quick,L.A,22,73129.0,52.23,58.0,1047.0,40.62,58.0,133.38,125.0,585.99,566.0,19.81,18.0,325.97,239.0,239.0,321.0,49.89,603.0,147.0,60.0,17.36,17.32,17.55,23.0,21.0,14.0,237.0,0.8975265017667844,0.9097978227060654
246,8476914,2020,Joonas Korpisalo,CBJ,33,104854.0,82.18,96.0,1665.0,61.99,59.0,202.88,206.0,893.38,904.0,24.7,27.0,507.39,379.0,366.26,481.0,79.47,930.0,237.0,83.0,27.01,28.1,27.07,34.0,31.0,31.0,415.0,0.8938053097345133,0.8769716088328076
401,8476412,2020,Jordan Binnington,STL,42,146860.0,108.08,108.0,2203.0,81.8,105.0,285.12,281.0,1199.86,1198.0,35.34,29.0,671.48,499.0,475.24,644.0,104.23,1253.0,300.0,109.0,34.97,36.23,36.87,36.0,39.0,33.0,541.0,0.9098497495826378,0.9013215859030836
11,8477424,2020,Juuse Saros,NSH,36,123082.0,91.15,78.0,1849.0,69.38,82.0,228.56,259.0,1009.04,1071.0,31.95,39.0,568.58,418.0,417.96,541.0,87.13,1076.0,255.0,77.0,31.99,31.31,27.85,24.0,29.0,25.0,441.0,0.927170868347339,0.9178927384907452
291,8478039,2020,Kaapo Kahkonen,MIN,24,84869.0,54.92,68.0,1293.0,47.0,49.0,161.96,174.0,689.01,692.0,20.34,23.0,395.69,290.0,283.14,356.0,53.53,768.0,151.0,46.0,21.83,18.45,14.65,32.0,24.0,12.0,328.0,0.9017341040462428,0.9119318181818181
406,8480947,2020,Kevin Lankinen,CHI,37,130489.0,94.71,109.0,2061.0,75.69,85.0,258.92,272.0,1112.63,1202.0,31.06,26.0,628.06,491.0,460.4,567.0,92.01,1198.0,272.0,85.0,33.68,32.45,28.57,39.0,31.0,39.0,506.0,0.9093178036605657,0.8910585817060637
286,8476999,2020,Linus Ullmark,BUF,20,67025.0,45.43,49.0,1030.0,37.77,44.0,128.85,143.0,545.77,591.0,16.08,19.0,318.8,250.0,224.05,310.0,44.02,662.0,116.0,37.0,19.18,14.66,11.6,16.0,20.0,13.0,215.0,0.9170896785109983,0.9166666666666666
161,8478406,2020,Mackenzie Blackwood,N.J,35,125437.0,97.45,106.0,1863.0,71.49,75.0,240.79,260.0,1050.47,1082.0,31.09,36.0,586.73,404.0,423.2,560.0,94.63,1081.0,283.0,90.0,31.21,34.52,31.71,34.0,35.0,37.0,409.0,0.9020332717190388,0.8919288645690835
321,8470594,2020,Marc-Andre Fleury,VGK,36,128796.0,88.92,71.0,1859.0,68.06,96.0,227.15,159.0,973.05,989.0,35.94,29.0,536.69,439.0,392.78,557.0,85.23,999.0,251.0,95.0,29.09,30.91,28.92,20.0,30.0,21.0,514.0,0.9282103134479271,0.9081986143187067
156,8474889,2020,Martin Jones,S.J,34,112105.0,83.11,102.0,1830.0,69.64,72.0,231.27,200.0,994.16,980.0,29.58,39.0,566.2,465.0,405.69,522.0,80.28,1061.0,244.0,84.0,28.5,29.53,25.08,35.0,39.0,28.0,441.0,0.8959183673469387,0.9000876424189308
86,8476899,2020,Matt Murray,OTT,27,84251.0,63.09,79.0,1332.0,50.03,46.0,159.4,175.0,709.54,738.0,22.5,27.0,409.39,325.0,296.38,359.0,61.11,742.0,203.0,56.0,20.28,24.48,18.32,29.0,25.0,25.0,331.0,0.8929539295392954,0.90625
391,8469608,2020,Mike Smith,EDM,32,110793.0,85.42,71.0,1693.0,61.66,61.0,205.72,208.0,907.13,921.0,28.29,25.0,518.72,409.0,371.97,492.0,81.04,951.0,250.0,73.0,29.43,29.63,26.37,24.0,29.0,18.0,419.0,0.9229098805646037,0.9153318077803203
191,8475156,2020,Mikko Koskinen,EDM,26,86259.0,65.82,76.0,1372.0,50.91,54.0,162.92,164.0,715.62,756.0,22.29,21.0,409.94,302.0,290.61,379.0,62.93,738.0,207.0,59.0,21.27,25.24,19.3,25.0,31.0,20.0,368.0,0.8994708994708995,0.9026485325697924
376,8475831,2020,Philipp Grubauer,COL,40,142008.0,82.24,77.0,1828.0,68.31,81.0,228.98,272.0,973.21,993.0,43.03,35.0,554.23,382.0,395.65,522.0,78.1,1044.0,231.0,87.0,27.29,27.3,27.64,30.0,27.0,20.0,466.0,0.9224572004028198,0.8891142663962137
231,8473575,2020,Semyon Varlamov,NYI,36,127016.0,74.69,72.0,1937.0,68.71,63.0,236.02,237.0,1008.5,1020.0,31.64,40.0,585.16,477.0,419.26,530.0,71.55,1139.0,229.0,49.0,31.03,27.76,15.9,27.0,30.0,15.0,520.0,0.9294117647058824,0.9111338100102145
341,8475683,2020,Sergei Bobrovsky,FLA,31,108988.0,79.88,88.0,1526.0,60.09,85.0,199.29,225.0,862.65,933.0,31.5,41.0,477.74,337.0,352.58,428.0,76.74,893.0,230.0,76.0,25.58,28.56,25.73,25.0,33.0,30.0,327.0,0.9056806002143623,0.9125159642401022
71,8477967,2020,Thatcher Demko,VAN,35,125212.0,105.78,99.0,2075.0,79.91,83.0,247.87,289.0,1120.12,1164.0,33.54,31.0,644.17,499.0,458.41,552.0,101.39,1148.0,327.0,99.0,34.26,39.39,32.12,33.0,34.0,32.0,501.0,0.9149484536082474,0.9145907473309609
181,8471306,2020,Thomas Greiss,DET,34,105309.0,73.32,79.0,1596.0,59.67,50.0,203.99,179.0,888.62,893.0,23.4,21.0,501.57,409.0,367.69,493.0,70.75,976.0,193.0,66.0,27.71,22.83,22.77,30.0,28.0,21.0,361.0,0.9115341545352743,0.8907363420427553
111,8477465,2020,Tristan Jarry,PIT,39,131118.0,88.24,100.0,1893.0,74.12,70.0,243.1,259.0,1055.13,1098.0,33.58,35.0,589.63,448.0,430.96,548.0,85.56,1123.0,249.0,88.0,29.8,31.24,27.21,34.0,34.0,32.0,433.0,0.9089253187613844,0.9193454120397428
351,8477970,2020,Vitek Vanecek,WSH,37,126929.0,87.72,95.0,1882.0,72.21,70.0,240.5,204.0,1041.79,1031.0,34.06,32.0,591.39,461.0,430.3,586.0,84.17,1129.0,246.0,81.0,30.84,29.4,27.47,36.0,34.0,25.0,426.0,0.9078564500484966,0.907871198568873
6,8478499,2021,Adin Hill,SJS,25,82573.0,56.91,61.0,1257.0,43.93,36.0,149.26,164.0,650.38,648.0,23.0,21.0,361.94,264.0,270.06,356.0,55.22,680.0,175.0,48.0,19.8,20.83,16.29,22.0,21.0,18.0,354.0,0.9058641975308642,0.9141274238227147
576,8480382,2021,Alexandar Georgiev,NYR,33,104766.0,78.16,85.0,1599.0,60.91,76.0,199.14,172.0,861.29,833.0,26.55,32.0,480.09,393.0,344.63,440.0,75.05,886.0,223.0,82.0,26.51,27.42,24.23,33.0,25.0,27.0,408.0,0.8979591836734694,0.9181102362204725
211,8476883,2021,Andrei Vasilevskiy,TBL,63,225645.0,184.41,156.0,3378.0,133.34,127.0,407.54,405.0,1862.86,1869.0,60.22,76.0,1035.83,776.0,748.91,1030.0,176.74,1834.0,564.0,172.0,57.21,69.08,58.11,50.0,54.0,52.0,808.0,0.9165329052969502,0.9152
21,8476341,2021,Anton Forsberg,OTT,46,154287.0,129.46,121.0,2593.0,102.05,102.0,318.15,352.0,1415.67,1457.0,41.37,48.0,795.24,647.0,564.55,686.0,124.22,1404.0,434.0,117.0,42.33,52.33,34.79,40.0,50.0,31.0,638.0,0.9169526424159231,0.9020807833537332
436,8477293,2021,Antti Raanta,CAR,28,90998.0,65.69,62.0,1218.0,50.14,75.0,163.15,144.0,713.24,706.0,28.73,39.0,386.57,291.0,282.22,375.0,63.57,700.0,213.0,59.0,21.56,26.55,17.58,15.0,30.0,17.0,246.0,0.9121813031161473,0.9099378881987578
186,8475660,2021,Cam Talbot,MIN,49,171863.0,126.16,132.0,2654.0,98.51,83.0,326.22,327.0,1431.13,1488.0,47.37,38.0,808.16,629.0,590.01,780.0,118.55,1512.0,367.0,116.0,42.06,43.99,40.11,41.0,50.0,41.0,659.0,0.9112903225806451,0.8983957219251337
26,8479394,2021,Carter Hart,PHI,45,156184.0,130.44,137.0,2596.0,100.26,113.0,315.95,378.0,1413.54,1441.0,42.19,51.0,774.92,575.0,568.42,681.0,126.51,1378.0,439.0,118.0,40.32,52.89,37.23,47.0,49.0,41.0,661.0,0.9049271339347675,0.9069069069069069
71,8479193,2021,Casey DeSmith,PIT,26,85089.0,65.38,66.0,1328.0,51.53,67.0,172.45,184.0,741.96,769.0,26.7,27.0,408.69,301.0,303.09,380.0,63.01,781.0,179.0,66.0,22.28,21.58,21.53,24.0,19.0,23.0,302.0,0.9141742522756827,0.9045534150612959
246,8476945,2021,Connor Hellebuyck,WPG,66,234210.0,209.65,193.0,3793.0,151.71,179.0,484.59,419.0,2117.7,2155.0,67.36,58.0,1168.89,988.0,849.08,1092.0,199.89,2083.0,638.0,212.0,60.46,79.31,69.88,51.0,78.0,64.0,860.0,0.9104408352668214,0.920061099796334
161,8467950,2021,Craig Anderson,BUF,31,112035.0,88.31,97.0,1634.0,66.14,74.0,208.66,166.0,931.42,945.0,29.14,34.0,524.86,410.0,379.81,513.0,85.07,957.0,263.0,79.0,29.1,32.87,26.33,36.0,34.0,27.0,335.0,0.8973544973544973,0.9076549210206561
191,8478435,2021,Dan Vladar,CGY,23,74588.0,53.19,57.0,1144.0,41.94,39.0,147.0,162.0,623.93,609.0,23.18,33.0,351.27,257.0,256.53,339.0,51.61,639.0,195.0,37.0,19.41,23.21,10.57,19.0,27.0,11.0,273.0,0.9064039408866995,0.8923766816143498
166,8475311,2021,Darcy Kuemper,COL,57,195525.0,158.97,138.0,3079.0,121.21,148.0,390.92,437.0,1700.59,1755.0,56.24,69.0,955.93,707.0,676.91,876.0,148.04,1737.0,464.0,160.0,48.07,56.61,54.3,48.0,44.0,46.0,718.0,0.9213675213675214,0.9080597014925373
121,8478007,2021,Elvis Merzlikins,CBJ,59,199207.0,182.03,178.0,3296.0,130.73,125.0,413.84,447.0,1875.61,1922.0,54.15,62.0,1041.19,780.0,755.92,993.0,174.36,1874.0,550.0,160.0,57.35,67.7,56.99,60.0,73.0,45.0,712.0,0.9073881373569199,0.876265466816648
381,8475883,2021,Frederik Andersen,CAR,52,184253.0,138.82,111.0,2544.0,100.3,127.0,331.88,290.0,1454.76,1431.0,58.69,59.0,791.0,616.0,581.42,792.0,133.42,1450.0,390.0,151.0,44.18,48.16,46.47,39.0,38.0,34.0,553.0,0.9224318658280922,0.9034157832744405
321,8478048,2021,Igor Shesterkin,NYR,53,184232.0,140.1,106.0,2947.0,111.54,128.0,360.08,311.0,1586.7,1622.0,46.62,49.0,898.87,713.0,658.31,911.0,133.92,1668.0,426.0,127.0,47.57,52.6,39.92,39.0,37.0,30.0,726.0,0.9346485819975339,0.9162303664921466
441,8478492,2021,Ilya Samsonov,WSH,44,141678.0,106.94,119.0,2150.0,83.34,108.0,268.72,246.0,1156.7,1145.0,38.49,43.0,646.83,504.0,465.62,602.0,102.95,1164.0,341.0,105.0,34.13,41.83,30.97,43.0,42.0,34.0,540.0,0.8960698689956332,0.9189189189189189
11,8478009,2021,Ilya Sorokin,NYI,52,184337.0,135.77,123.0,3082.0,111.16,119.0,375.2,287.0,1606.66,1643.0,48.46,71.0,920.09,754.0,657.97,897.0,131.36,1746.0,388.0,122.0,52.35,46.82,36.6,59.0,38.0,26.0,826.0,0.9251369446135118,0.9238716693855357
171,8475789,2021,Jack Campbell,TOR,49,167724.0,120.66,123.0,2472.0,95.69,94.0,315.44,406.0,1381.95,1431.0,51.64,55.0,769.01,555.0,570.03,692.0,115.72,1421.0,393.0,102.0,42.07,46.65,31.95,37.0,53.0,33.0,556.0,0.9140461215932913,0.8880233690360273
276,8474593,2021,Jacob Markstrom,CGY,63,221750.0,147.84,137.0,3071.0,117.5,121.0,401.79,437.0,1725.44,1754.0,69.65,69.0,954.69,677.0,711.58,947.0,142.65,1830.0,414.0,146.0,51.52,50.84,45.49,49.0,44.0,44.0,681.0,0.9218928164196123,0.8923476005188067
81,8474596,2021,Jake Allen,MTL,35,116860.0,104.85,107.0,2005.0,78.56,93.0,254.85,251.0,1096.02,1123.0,28.55,17.0,605.15,516.0,423.45,494.0,100.83,1081.0,309.0,112.0,32.13,38.47,34.26,34.0,40.0,33.0,503.0,0.9047195013357079,0.8913857677902621
466,8479979,2021,Jake Oettinger,DAL,48,162456.0,115.43,114.0,2500.0,90.39,88.0,303.67,293.0,1330.53,1331.0,46.21,48.0,756.81,609.0,555.28,721.0,110.87,1408.0,365.0,93.0,40.68,43.63,31.12,53.0,36.0,25.0,634.0,0.9143501126972201,0.9189645469893079
271,8473503,2021,James Reimer,SJS,48,160361.0,129.12,129.0,2818.0,103.91,102.0,335.7,354.0,1456.33,1450.0,41.44,38.0,827.87,694.0,607.77,726.0,124.54,1524.0,416.0,112.0,44.51,51.29,33.33,44.0,56.0,29.0,766.0,0.9110344827586206,0.8898876404494382
56,8480280,2021,Jeremy Swayman,BOS,41,143414.0,100.15,96.0,2064.0,75.62,65.0,254.92,279.0,1110.16,1111.0,43.95,44.0,626.62,487.0,458.0,580.0,95.86,1166.0,285.0,101.0,31.58,33.76,34.8,30.0,32.0,34.0,512.0,0.9135913591359136,0.9202518363064008
16,8476434,2021,John Gibson,ANA,56,194135.0,157.74,172.0,3219.0,123.88,146.0,404.19,433.0,1771.22,1789.0,49.42,49.0,1007.48,776.0,737.65,905.0,149.96,1868.0,501.0,121.0,55.84,60.81,41.07,73.0,74.0,25.0,729.0,0.9038569032979318,0.8991427130610187
431,8471734,2021,Jonathan Quick,LAK,46,161152.0,133.8,116.0,2335.0,93.94,124.0,282.56,246.0,1303.92,1286.0,50.4,56.0,692.64,521.0,517.31,701.0,127.86,1194.0,424.0,144.0,36.24,51.85,45.71,29.0,53.0,34.0,573.0,0.9097978227060654,0.8824074074074074
446,8476914,2021,Joonas Korpisalo,CBJ,22,67709.0,64.85,78.0,1066.0,45.19,50.0,132.19,132.0,606.55,634.0,17.27,20.0,333.58,244.0,238.14,318.0,62.0,560.0,211.0,63.0,17.77,25.85,21.22,27.0,31.0,20.0,232.0,0.8769716088328076,0.9138359569179785
256,8476412,2021,Jordan Binnington,STL,37,128697.0,103.8,112.0,2007.0,79.33,97.0,262.4,264.0,1133.03,1135.0,33.1,32.0,631.31,480.0,462.71,595.0,99.77,1163.0,329.0,86.0,36.05,39.75,28.0,43.0,41.0,28.0,429.0,0.9013215859030836,0.8937568455640745
521,8477424,2021,Juuse Saros,NSH,67,235883.0,193.69,173.0,3764.0,147.34,119.0,453.15,524.0,2053.78,2107.0,63.91,60.0,1183.73,922.0,823.03,1041.0,184.93,2127.0,571.0,171.0,65.56,69.37,58.77,55.0,64.0,54.0,895.0,0.9178927384907452,0.918532634587899
591,8478039,2021,Kaapo Kahkonen,SJS,36,116817.0,98.19,93.0,1931.0,73.44,86.0,239.87,292.0,1053.02,1056.0,29.76,46.0,596.67,429.0,424.66,523.0,93.94,1075.0,299.0,93.0,30.75,36.7,30.73,25.0,30.0,38.0,464.0,0.9119318181818181,0.8825065274151436
486,8478872,2021,Karel Vejmelka,ARI,52,166394.0,146.8,170.0,2927.0,114.93,140.0,375.15,409.0,1622.62,1669.0,38.2,41.0,913.87,714.0,660.67,770.0,138.92,1676.0,462.0,126.0,48.79,56.17,41.84,65.0,59.0,46.0,663.0,0.8981426003594967,0.8994614003590664
516,8476999,2021,Linus Ullmark,BOS,41,139826.0,100.69,95.0,2015.0,74.94,78.0,250.82,320.0,1090.59,1140.0,41.28,44.0,613.45,462.0,449.27,553.0,96.63,1175.0,294.0,86.0,34.24,36.32,30.12,34.0,30.0,31.0,460.0,0.9166666666666666,0.9375428963623884
566,8478406,2021,Mackenzie Blackwood,NJD,25,83943.0,66.26,79.0,1295.0,49.11,42.0,167.47,174.0,739.23,731.0,24.19,32.0,401.47,279.0,305.13,397.0,64.32,746.0,208.0,59.0,22.01,25.6,18.64,26.0,30.0,23.0,282.0,0.8919288645690835,0.8934280639431617
221,8470594,2021,Marc-Andre Fleury,MIN,56,197092.0,141.39,159.0,3204.0,115.99,126.0,386.92,334.0,1665.83,1732.0,48.44,47.0,957.2,786.0,685.98,886.0,135.95,1862.0,346.0,135.0,55.36,41.37,44.66,73.0,36.0,50.0,861.0,0.9081986143187067,0.9078273591806876
376,8474889,2021,Martin Jones,PHI,35,119828.0,104.58,114.0,2052.0,78.03,86.0,257.1,263.0,1125.8,1141.0,31.82,25.0,622.39,475.0,460.4,576.0,100.7,1119.0,329.0,111.0,33.48,39.03,32.07,36.0,48.0,30.0,493.0,0.9000876424189308,0.8857890148212729
451,8476899,2021,Matt Murray,OTT,20,70891.0,63.16,60.0,1177.0,46.89,60.0,139.78,133.0,639.11,640.0,19.05,23.0,357.32,280.0,256.4,332.0,60.77,599.0,226.0,59.0,17.89,26.74,18.53,13.0,30.0,17.0,293.0,0.90625,0.9027595269382391
236,8475852,2021,Petr Mrazek,TOR,20,62527.0,46.38,58.0,892.0,35.45,41.0,113.1,104.0,495.92,520.0,19.27,18.0,276.66,198.0,198.24,267.0,44.65,500.0,144.0,42.0,15.43,17.9,13.05,19.0,22.0,17.0,206.0,0.8884615384615384,0.8942307692307693
581,8475831,2021,Philipp Grubauer,SEA,55,186685.0,130.26,164.0,2731.0,103.31,124.0,346.22,351.0,1485.3,1479.0,48.88,51.0,827.19,600.0,602.94,766.0,125.85,1552.0,388.0,119.0,43.26,47.19,39.81,57.0,62.0,45.0,672.0,0.8891142663962137,0.8946236559139785
226,8478470,2021,Sam Montembeault,MTL,38,116569.0,104.71,122.0,1942.0,78.82,77.0,247.09,247.0,1088.29,1125.0,29.35,30.0,608.89,493.0,432.39,530.0,100.49,1057.0,350.0,101.0,32.08,42.37,30.25,39.0,56.0,27.0,434.0,0.8915555555555555,0.9011152416356878
41,8475809,2021,Scott Wedgewood,DAL,37,126290.0,111.6,110.0,2136.0,83.75,108.0,275.42,327.0,1192.3,1218.0,29.62,25.0,663.52,496.0,476.61,569.0,107.03,1224.0,304.0,122.0,35.27,37.73,38.6,33.0,34.0,43.0,486.0,0.909688013136289,0.9154228855721394
491,8473575,2021,Semyon Varlamov,NYI,31,107537.0,87.7,87.0,1700.0,64.74,92.0,218.17,217.0,939.06,979.0,24.78,33.0,525.71,373.0,382.33,516.0,82.54,1007.0,203.0,100.0,29.04,25.39,33.27,31.0,25.0,31.0,390.0,0.9111338100102145,0.9129172714078374
461,8475683,2021,Sergei Bobrovsky,FLA,54,184930.0,160.39,137.0,2657.0,106.84,162.0,338.8,350.0,1498.89,1566.0,60.11,73.0,796.79,609.0,590.86,738.0,149.62,1410.0,449.0,186.0,41.99,55.69,62.72,38.0,52.0,47.0,612.0,0.9125159642401022,0.9010914051841746
426,8481519,2021,Spencer Knight,FLA,32,104414.0,84.99,81.0,1530.0,60.36,74.0,187.71,174.0,840.78,876.0,31.76,39.0,470.03,348.0,335.28,460.0,80.93,822.0,262.0,83.0,25.63,32.5,26.86,27.0,36.0,18.0,363.0,0.9075342465753424,0.9011164274322169
96,8477967,2021,Thatcher Demko,VAN,64,222039.0,178.5,168.0,3543.0,132.66,142.0,430.75,486.0,1896.48,1967.0,61.93,64.0,1076.17,857.0,781.08,937.0,172.0,1954.0,547.0,161.0,58.13,65.56,54.81,57.0,61.0,50.0,881.0,0.9145907473309609,0.9014925373134328
261,8471306,2021,Thomas Greiss,DET,31,90493.0,78.5,92.0,1512.0,61.11,52.0,188.53,173.0,841.36,842.0,21.77,16.0,481.27,379.0,338.6,458.0,74.64,836.0,274.0,65.0,24.94,33.07,20.5,38.0,36.0,18.0,337.0,0.8907363420427553,0.8947368421052632
511,8477465,2021,Tristan Jarry,PIT,58,204911.0,150.76,138.0,3035.0,111.92,134.0,378.38,366.0,1660.06,1711.0,58.54,58.0,905.02,708.0,679.58,879.0,144.63,1686.0,442.0,152.0,47.44,53.72,49.6,45.0,55.0,38.0,755.0,0.9193454120397428,0.9094766619519095
371,8478024,2021,Ville Husso,STL,40,140474.0,113.54,100.0,2218.0,87.42,93.0,277.42,262.0,1237.81,1236.0,35.44,32.0,701.83,558.0,506.57,686.0,109.8,1276.0,354.0,97.0,41.03,42.5,30.01,41.0,34.0,25.0,491.0,0.919093851132686,0.8958203368683718
341,8477970,2021,Vitek Vanecek,WSH,42,139043.0,97.64,103.0,2100.0,77.98,80.0,258.39,233.0,1108.67,1118.0,38.71,27.0,626.8,518.0,457.14,590.0,92.77,1168.0,298.0,88.0,31.45,36.53,29.66,34.0,36.0,33.0,546.0,0.907871198568873,0.9107276819204801
